theme_date,theater_id,theater_name,sector_code,sector_name,thread_codes,thread_names,jpas_tier_code,theme_title,theme_blurb,maturity_grade,coverage_grade
"2027-02-13","T-002","The Thermal Reckoning","D1","Chips & Density","D1.8; D1.4; D1.2","Advanced Packaging & Substrate Capacity; Memory (HBM & Next-Gen); Rack & Power Density Progression","WTR","The Thermal Reckoning: Chips & Density","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Chips & Density sector — tracking Advanced Packaging & Substrate Capacity, Memory (HBM & Next-Gen) and Rack & Power Density Progression.","Established","Dedicated"
"2027-02-14","T-007","The New Energy Stack","D11","Sustainability","D11.5; D11.4","Sustainability Regulation & Disclosure; Heat Recovery & Circular DC","PWR","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Sustainability Regulation & Disclosure and Heat Recovery & Circular DC.","Established","Dedicated"
"2027-02-15","T-003","The Consent Crisis","D23","Outage Intelligence & Emergency Response","D23.2","Grid Events & Physical Disasters","NET","The Consent Crisis: Outage Intelligence & Emergency Response","Communities are the new permitting authority. Today The Consent Crisis turns to the Outage Intelligence & Emergency Response sector — tracking Grid Events & Physical Disasters.","Established","Dedicated"
"2027-02-16","T-005","The Inference Economy","D8","People & Signals","D8.2; D8.5","Conference Intelligence & Speaking Circuit; Earnings-Call & Investor-Day Signal Extraction","NET","The Inference Economy: People & Signals","Training built the factories. Inference fills them. Today The Inference Economy turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit and Earnings-Call & Investor-Day Signal Extraction.","Established","Whitespace"
"2027-02-17","T-004","The Capital Concentration","D15","Sovereign AI & Geopolitics","D15.4","Strategic Minerals & Upstream Supply","REG","The Capital Concentration: Sovereign AI & Geopolitics","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Sovereign AI & Geopolitics sector — tracking Strategic Minerals & Upstream Supply.","Established","Dedicated"
"2027-02-18","T-007","The New Energy Stack","D2","Power Architecture","D2.10; D2.5; D2.8","Solid-State Transformers & Advanced Power Conversion; Nuclear & SMR Offtake; Grid-Interactive Load & Demand Response","COM","The New Energy Stack: Power Architecture","The grid is no longer the default. Today The New Energy Stack turns to the Power Architecture sector — tracking Solid-State Transformers & Advanced Power Conversion, Nuclear & SMR Offtake and Grid-Interactive Load & Demand Response.","Established","Dedicated"
"2027-02-19","T-003","The Consent Crisis","D19","Tax, Incentives & Fiscal Policy","D19.4; D19.1","Tax Incentive Backlash & Clawback; State & Local Tax Incentives","REG","The Consent Crisis: Tax, Incentives & Fiscal Policy","Communities are the new permitting authority. Today The Consent Crisis turns to the Tax, Incentives & Fiscal Policy sector — tracking Tax Incentive Backlash & Clawback and State & Local Tax Incentives.","Established","Dedicated"
"2027-02-20","T-006","The Sovereign AI Race","D14","Real Estate & Site Selection","D14.4","International Markets","NET","The Sovereign AI Race: Real Estate & Site Selection","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Real Estate & Site Selection sector — tracking International Markets.","Established","Dedicated"
"2027-02-21","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.4; D7.3; D7.2","Thermal Components & Coolant Supply Chain; Water Use & Waterless Cooling Strategies; Immersion Cooling","PWR","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Thermal Components & Coolant Supply Chain, Water Use & Waterless Cooling Strategies and Immersion Cooling.","Established","Whitespace"
"2027-02-22","T-001","The Power Reckoning","D10","Construction","D10.4; D10.1","Project Delivery & Schedule Intelligence; Long-Lead Equipment & Supply Chain","NET","The Power Reckoning: Construction","The grid wasn't built for this. Today The Power Reckoning turns to the Construction sector — tracking Project Delivery & Schedule Intelligence and Long-Lead Equipment & Supply Chain.","Established","Dedicated"
"2027-02-23","T-007","The New Energy Stack","D22","Industry Media & Analyst Coverage","D22.1","U.S. Media Coverage","NET","The New Energy Stack: Industry Media & Analyst Coverage","The grid is no longer the default. Today The New Energy Stack turns to the Industry Media & Analyst Coverage sector — tracking U.S. Media Coverage.","Established","Dedicated"
"2027-02-24","T-005","The Inference Economy","D12","Networking & Interconnect","D12.3; D12.5; D12.2","AI Back-End Fabric & Interconnect; Optical Transceivers & Co-Packaged Optics; Subsea Cable Systems","PWR","The Inference Economy: Networking & Interconnect","Training built the factories. Inference fills them. Today The Inference Economy turns to the Networking & Interconnect sector — tracking AI Back-End Fabric & Interconnect, Optical Transceivers & Co-Packaged Optics and Subsea Cable Systems.","Established","Dedicated"
"2027-02-25","T-003","The Consent Crisis","D3","Grid & Regulatory","D3.1","Interconnection Queue & Grid Access","INC","The Consent Crisis: Grid & Regulatory","Communities are the new permitting authority. Today The Consent Crisis turns to the Grid & Regulatory sector — tracking Interconnection Queue & Grid Access.","Established","Broad-only"
"2027-02-26","T-001","The Power Reckoning","D13","Community Relations","D13.3; D13.1; D13.2","Local Permitting & Entitlement Strategy; Community Benefits & Host Agreements; Opposition Movements & Organized Groups","REG","The Power Reckoning: Community Relations","The grid wasn't built for this. Today The Power Reckoning turns to the Community Relations sector — tracking Local Permitting & Entitlement Strategy, Community Benefits & Host Agreements and Opposition Movements & Organized Groups.","Established","Dedicated"
"2027-02-27","T-004","The Capital Concentration","D5","Hyperscaler Activity","D5.1; D5.3","Big 5 Capex & Campus Announcements; Build-vs-Lease & Colocation Strategy","REG","The Capital Concentration: Hyperscaler Activity","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Hyperscaler Activity sector — tracking Big 5 Capex & Campus Announcements and Build-vs-Lease & Colocation Strategy.","Established","Broad-only"
"2027-02-28","T-002","The Thermal Reckoning","D1","Chips & Density","D1.4","Memory (HBM & Next-Gen)","INC","The Thermal Reckoning: Chips & Density","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Chips & Density sector — tracking Memory (HBM & Next-Gen).","Established","Dedicated"
"2027-03-01","T-006","The Sovereign AI Race","D21","Insurance & Risk Markets","D21.2","Cyber Insurance & Tech E&O","REG","The Sovereign AI Race: Insurance & Risk Markets","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Insurance & Risk Markets sector — tracking Cyber Insurance & Tech E&O.","Established","Dedicated"
"2027-03-02","T-001","The Power Reckoning","D23","Outage Intelligence & Emergency Response","D23.4","Business Continuity & Disaster Recovery","COM","The Power Reckoning: Outage Intelligence & Emergency Response","The grid wasn't built for this. Today The Power Reckoning turns to the Outage Intelligence & Emergency Response sector — tracking Business Continuity & Disaster Recovery.","Established","Dedicated"
"2027-03-03","T-007","The New Energy Stack","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","WTR","The New Energy Stack: People & Signals","The grid is no longer the default. Today The New Energy Stack turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2027-03-04","T-003","The Consent Crisis","D15","Sovereign AI & Geopolitics","D15.5","Data Sovereignty & Cross-Border Flows","INC","The Consent Crisis: Sovereign AI & Geopolitics","Communities are the new permitting authority. Today The Consent Crisis turns to the Sovereign AI & Geopolitics sector — tracking Data Sovereignty & Cross-Border Flows.","Established","Dedicated"
"2027-03-05","T-004","The Capital Concentration","D17","Workforce & Labor Markets","D17.1; D17.2; D17.3","Construction & Skilled Trades Labor; Operations & Technical Workforce; Immigration, Policy & Regional Labor Competition","NET","The Capital Concentration: Workforce & Labor Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Workforce & Labor Markets sector — tracking Construction & Skilled Trades Labor, Operations & Technical Workforce and Immigration, Policy & Regional Labor Competition.","Established","Dedicated"
"2027-03-06","T-006","The Sovereign AI Race","D19","Tax, Incentives & Fiscal Policy","D19.3","International Tax & Transfer Pricing","INC","The Sovereign AI Race: Tax, Incentives & Fiscal Policy","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Tax, Incentives & Fiscal Policy sector — tracking International Tax & Transfer Pricing.","Established","Dedicated"
"2027-03-07","T-002","The Thermal Reckoning","D20","Facility IT & Operational Technology","D20.2; D20.1","Facility DCIM & Digital Twin; Building Management Systems & HVAC Control","REG","The Thermal Reckoning: Facility IT & Operational Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Facility IT & Operational Technology sector — tracking Facility DCIM & Digital Twin and Building Management Systems & HVAC Control.","Established","Dedicated"
"2027-03-08","T-005","The Inference Economy","D6","New Entrants","D6.1; D6.3","Neocloud Infrastructure; AI Labs & Model Developers as Infrastructure Buyers","COM","The Inference Economy: New Entrants","Training built the factories. Inference fills them. Today The Inference Economy turns to the New Entrants sector — tracking Neocloud Infrastructure and AI Labs & Model Developers as Infrastructure Buyers.","Established","Broad-only"
"2027-03-09","T-001","The Power Reckoning","D9","Orchestration Intelligence & Control Plane","D9.4","Power-Aware & Grid-Responsive Workload Orchestration","RSC","The Power Reckoning: Orchestration Intelligence & Control Plane","The grid wasn't built for this. Today The Power Reckoning turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-03-10","T-007","The New Energy Stack","D11","Sustainability","D11.4; D11.3","Heat Recovery & Circular DC; Water Stewardship & Rights","RSC","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Heat Recovery & Circular DC and Water Stewardship & Rights.","Established","Dedicated"
"2027-03-11","T-004","The Capital Concentration","D10","Construction","D10.4","Project Delivery & Schedule Intelligence","RSC","The Capital Concentration: Construction","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Construction sector — tracking Project Delivery & Schedule Intelligence.","Established","Dedicated"
